"YYBM","PSDBM","PSDBH","YPBM","SCPH","CRKSL","PSDMXBH"
"455755717","45575571701","P2016101900000004","109537","1","1","P2016101900000004-0203"
"455755717","45575571701","P2016101900000004","108233","1","1","P2016101900000004-0011"
"455755717","45575571701","P2016101900000004","113807","1","1","P2016101900000004-0423"
"455755717","45575571701","P2016101900000004","103427","1","1","P2016101900000004-0268"
"455755717","45575571701","P2016101900000004","109445","1","1","P2016101900000004-0149"
"455755717","45575571701","P2016101900000004","114927","1","1","P2016101900000004-0007"
"455755717","45575571701","P2016101900000004","108255","1","1","P2016101900000004-0361"
"455755717","45575571701","P2016101900000004","100965","1","1","P2016101900000004-0037"
"455755717","45575571701","P2016101900000004","110363","1","1","P2016101900000004-0405"
"455755717","45575571701","P2016101900000004","105933","1","1","P2016101900000004-0135"
"455755717","45575571701","P2016101900000004","108139","1","1","P2016101900000004-0425"
"455755717","45575571701","P2016101900000004","100975","1","1","P2016101900000004-0323"
"455755717","45575571701","P2016101900000004","101613","1","1","P2016101900000004-0458"
"455755717","45575571701","P2016101900000004","114395","1","1","P2016101900000004-0384"
"455755717","45575571701","P2016101900000004","109461","1","1","P2016101900000004-0158"
"455755717","45575571701","P2016101900000004","108171","1","1","P2016101900000004-0191"
"455755717","45575571701","P2016101900000004","100437","1","1","P2016101900000004-0362"
"455755717","45575571701","P2016101900000004","108343","1","1","P2016101900000004-0487"
"455755717","45575571701","P2016101900000004","108551","1","1","P2016101900000004-0180"
"455755717","45575571701","P2016101900000004","109405","1","1","P2016101900000004-0165"
"455755717","45575571701","P2016101900000004","108503","1","1","P2016101900000004-0233"
"455755717","45575571701","P2016101900000004","116289","1","1","P2016101900000004-0338"
"455755717","45575571701","P2016101900000004","111041","1","1","P2016101900000004-0134"
"455755717","45575571701","P2016101900000004","104527","1","1","P2016101900000004-0373"
"455755717","45575571701","P2016101900000004","106265","1","1","P2016101900000004-0062"
"455755717","45575571701","P2016101900000004","100971","1","1","P2016101900000004-0297"
"455755717","45575571701","P2016101900000004","100953","1","1","P2016101900000004-0087"
"455755717","45575571701","P2016101900000004","100969","1","1","P2016101900000004-0117"
"455755717","45575571701","P2016101900000004","114755","1","1","P2016101900000004-0231"
"455755717","45575571701","P2016101900000004","108541","1","1","P2016101900000004-0052"
"455755717","45575571701","P2016101900000004","107291","1","1","P2016101900000004-0155"
"455755717","45575571701","P2016101900000004","109569","1","1","P2016101900000004-0258"
"455755717","45575571701","P2016101900000004","108487","1","1","P2016101900000004-0447"
"455755717","45575571701","P2016101900000004","101327","1","1","P2016101900000004-0095"
"455755717","45575571701","P2016101900000004","106319","1","1","P2016101900000004-0482"
"455755717","45575571701","P2016101900000004","113809","1","1","P2016101900000004-0137"
"455755717","45575571701","P2016101900000004","111073","1","1","P2016101900000004-0215"
"455755717","45575571701","P2016101900000004","114967","1","1","P2016101900000004-0085"
"455755717","45575571701","P2016101900000004","104121","1","1","P2016101900000004-0026"
"455755717","45575571701","P2016101900000004","114977","1","1","P2016101900000004-0167"
"455755717","45575571701","P2016101900000004","113793","1","1","P2016101900000004-0456"
"455755717","45575571701","P2016101900000004","114373","1","1","P2016101900000004-0197"
"455755717","45575571701","P2016101900000004","117667","1","1","P2016101900000004-0374"
"455755717","45575571701","P2016101900000004","102587","1","1","P2016101900000004-0368"
"455755717","45575571701","P2016101900000004","114183","1","1","P2016101900000004-0260"
"455755717","45575571701","P2016101900000004","108537","1","1","P2016101900000004-0114"
"455755717","45575571701","P2016101900000004","101454","1","1","P2016101900000004-0048"
"455755717","45575571701","P2016101900000004","104533","1","1","P2016101900000004-0168"
"455755717","45575571701","P2016101900000004","103481","1","1","P2016101900000004-0470"
"455755717","45575571701","P2016101900000004","101625","1","1","P2016101900000004-0104"
"455755717","45575571701","P2016101900000004","105335","1","1","P2016101900000004-0283"
"455755717","45575571701","P2016101900000004","114919","1","1","P2016101900000004-0287"
"455755717","45575571701","P2016101900000004","108515","1","1","P2016101900000004-0341"
"455755717","45575571701","P2016101900000004","103421","1","1","P2016101900000004-0307"
"455755717","45575571701","P2016101900000004","105329","1","1","P2016101900000004-0313"
"455755717","45575571701","P2016101900000004","101115","1","1","P2016101900000004-0017"
"455755717","45575571701","P2016101900000004","105923","1","1","P2016101900000004-0357"
"455755717","45575571701","P2016101900000004","102597","1","1","P2016101900000004-0395"
"455755717","45575571701","P2016101900000004","101459","1","1","P2016101900000004-0497"
"455755717","45575571701","P2016101900000004","106203","1","1","P2016101900000004-0319"
"455755717","45575571701","P2016101900000004","113173","1","1","P2016101900000004-0147"
"455755717","45575571701","P2016101900000004","102583","1","1","P2016101900000004-0394"
"455755717","45575571701","P2016101900000004","116369","1","1","P2016101900000004-0086"
"455755717","45575571701","P2016101900000004","101471","1","1","P2016101900000004-0489"
"455755717","45575571701","P2016101900000004","114173","1","1","P2016101900000004-0201"
"455755717","45575571701","P2016101900000004","117775","1","1","P2016101900000004-0483"
"455755717","45575571701","P2016101900000004","108235","1","1","P2016101900000004-0160"
"455755717","45575571701","P2016101900000004","102551","1","1","P2016101900000004-0271"
"455755717","45575571701","P2016101900000004","114367","1","1","P2016101900000004-0306"
"455755717","45575571701","P2016101900000004","113819","1","1","P2016101900000004-0209"
"455755717","45575571701","P2016101900000004","101443","1","1","P2016101900000004-0467"
"455755717","45575571701","P2016101900000004","115369","1","1","P2016101900000004-0422"
"455755717","45575571701","P2016101900000004","108153","1","1","P2016101900000004-0278"
"455755717","45575571701","P2016101900000004","101435","1","1","P2016101900000004-0354"
"455755717","45575571701","P2016101900000004","107287","1","1","P2016101900000004-0152"
"455755717","45575571701","P2016101900000004","101449","1","1","P2016101900000004-0310"
"455755717","45575571701","P2016101900000004","117941","1","1","P2016101900000004-0005"
"455755717","45575571701","P2016101900000004","114359","1","1","P2016101900000004-0116"
"455755717","45575571701","P2016101900000004","114179","1","1","P2016101900000004-0044"
"455755717","45575571701","P2016101900000004","107233","1","1","P2016101900000004-0150"
"455755717","45575571701","P2016101900000004","110373","1","1","P2016101900000004-0259"
"455755717","45575571701","P2016101900000004","101441","1","1","P2016101900000004-0183"
"455755717","45575571701","P2016101900000004","112689","1","1","P2016101900000004-0369"
"455755717","45575571701","P2016101900000004","103763","1","1","P2016101900000004-0065"
"455755717","45575571701","P2016101900000004","111485","1","1","P2016101900000004-0342"
"455755717","45575571701","P2016101900000004","104207","1","1","P2016101900000004-0043"
"455755717","45575571701","P2016101900000004","104541","1","1","P2016101900000004-0092"
"455755717","45575571701","P2016101900000004","117439","1","1","P2016101900000004-0115"
"455755717","45575571701","P2016101900000004","114321","1","1","P2016101900000004-0049"
"455755717","45575571701","P2016101900000004","117823","1","1","P2016101900000004-0241"
"455755717","45575571701","P2016101900000004","111781","1","1","P2016101900000004-0360"
"455755717","45575571701","P2016101900000004","114197","1","1","P2016101900000004-0216"
"455755717","45575571701","P2016101900000004","117423","1","1","P2016101900000004-0110"
"455755717","45575571701","P2016101900000004","109433","1","1","P2016101900000004-0001"
"455755717","45575571701","P2016101900000004","102569","1","1","P2016101900000004-0143"
"455755717","45575571701","P2016101900000004","109563","1","1","P2016101900000004-0351"
"455755717","45575571701","P2016101900000004","101093","1","1","P2016101900000004-0123"
"455755717","45575571701","P2016101900000004","106075","1","1","P2016101900000004-0060"
"455755717","45575571701","P2016101900000004","106209","1","1","P2016101900000004-0416"
"455755717","45575571701","P2016101900000004","100967","1","1","P2016101900000004-0443"
"455755717","45575571701","P2016101900000004","106325","1","1","P2016101900000004-0264"
"455755717","45575571701","P2016101900000004","103487","1","1","P2016101900000004-0125"
"455755717","45575571701","P2016101900000004","112703","1","1","P2016101900000004-0106"
"455755717","45575571701","P2016101900000004","113801","1","1","P2016101900000004-0345"
"455755717","45575571701","P2016101900000004","101127","1","1","P2016101900000004-0045"
"455755717","45575571701","P2016101900000004","105371","1","1","P2016101900000004-0019"
"455755717","45575571701","P2016101900000004","117251","1","1","P2016101900000004-0195"
"455755717","45575571701","P2016101900000004","116307","1","1","P2016101900000004-0228"
"455755717","45575571701","P2016101900000004","105341","1","1","P2016101900000004-0182"
"455755717","45575571701","P2016101900000004","108549","1","1","P2016101900000004-0371"
"455755717","45575571701","P2016101900000004","110357","1","1","P2016101900000004-0056"
"455755717","45575571701","P2016101900000004","109575","1","1","P2016101900000004-0020"
"455755717","45575571701","P2016101900000004","113175","1","1","P2016101900000004-0100"
"455755717","45575571701","P2016101900000004","113005","1","1","P2016101900000004-0105"
"455755717","45575571701","P2016101900000004","116123","1","1","P2016101900000004-0390"
"455755717","45575571701","P2016101900000004","116787","1","1","P2016101900000004-0411"
"455755717","45575571701","P2016101900000004","101095","1","1","P2016101900000004-0225"
"455755717","45575571701","P2016101900000004","107277","1","1","P2016101900000004-0413"
"455755717","45575571701","P2016101900000004","100001","1","1","P2016101900000004-0252"
"455755717","45575571701","P2016101900000004","113815","1","1","P2016101900000004-0490"
"455755717","45575571701","P2016101900000004","111123","1","1","P2016101900000004-0386"
"455755717","45575571701","P2016101900000004","104531","1","1","P2016101900000004-0322"
"455755717","45575571701","P2016101900000004","113775","1","1","P2016101900000004-0302"
"455755717","45575571701","P2016101900000004","111047","1","1","P2016101900000004-0176"
