"YYBM","PSDBM","PSDBH","YPBM","SCPH","CRKSL","PSDMXBH"
"455755717","45575571701","P2016101900000004","106193","1","1","P2016101900000004-0208"
"455755717","45575571701","P2016101900000004","102613","1","1","P2016101900000004-0202"
"455755717","45575571701","P2016101900000004","114575","1","1","P2016101900000004-0414"
"455755717","45575571701","P2016101900000004","108341","1","1","P2016101900000004-0055"
"455755717","45575571701","P2016101900000004","107265","1","1","P2016101900000004-0430"
"455755717","45575571701","P2016101900000004","107237","1","1","P2016101900000004-0207"
"455755717","45575571701","P2016101900000004","106321","1","1","P2016101900000004-0025"
"455755717","45575571701","P2016101900000004","108219","1","1","P2016101900000004-0407"
"455755717","45575571701","P2016101900000004","103423","1","1","P2016101900000004-0442"
"455755717","45575571701","P2016101900000004","104163","1","1","P2016101900000004-0410"
"455755717","45575571701","P2016101900000004","117419","1","1","P2016101900000004-0257"
"455755717","45575571701","P2016101900000004","112973","1","1","P2016101900000004-0169"
"455755717","45575571701","P2016101900000004","117397","1","1","P2016101900000004-0347"
"455755717","45575571701","P2016101900000004","112693","1","1","P2016101900000004-0192"
"455755717","45575571701","P2016101900000004","113009","1","1","P2016101900000004-0144"
"455755717","45575571701","P2016101900000004","103901","1","1","P2016101900000004-0120"
"455755717","45575571701","P2016101900000004","106223","1","1","P2016101900000004-0132"
"455755717","45575571701","P2016101900000004","113139","1","1","P2016101900000004-0205"
"455755717","45575571701","P2016101900000004","113237","1","1","P2016101900000004-0300"
"455755717","45575571701","P2016101900000004","116323","1","1","P2016101900000004-0081"
"455755717","45575571701","P2016101900000004","115549","1","1","P2016101900000004-0063"
"455755717","45575571701","P2016101900000004","108545","1","1","P2016101900000004-0210"
"455755717","45575571701","P2016101900000004","115339","1","1","P2016101900000004-0429"
"455755717","45575571701","P2016101900000004","101119","1","1","P2016101900000004-0021"
"455755717","45575571701","P2016101900000004","118063","1","1","P2016101900000004-0138"
"455755717","45575571701","P2016101900000004","114709","1","1","P2016101900000004-0079"
"455755717","45575571701","P2016101900000004","106271","1","1","P2016101900000004-0124"
"455755717","45575571701","P2016101900000004","100021","1","1","P2016101900000004-0029"
"455755717","45575571701","P2016101900000004","111185","1","1","P2016101900000004-0383"
"455755717","45575571701","P2016101900000004","113201","1","1","P2016101900000004-0004"
"455755717","45575571701","P2016101900000004","111129","1","1","P2016101900000004-0290"
"455755717","45575571701","P2016101900000004","108505","1","1","P2016101900000004-0219"
"455755717","45575571701","P2016101900000004","100007","1","1","P2016101900000004-0296"
"455755717","45575571701","P2016101900000004","111805","1","1","P2016101900000004-0291"
"455755717","45575571701","P2016101900000004","105333","1","1","P2016101900000004-0041"
"455755717","45575571701","P2016101900000004","105357","1","1","P2016101900000004-0464"
"455755717","45575571701","P2016101900000004","100979","1","1","P2016101900000004-0352"
"455755717","45575571701","P2016101900000004","114961","1","1","P2016101900000004-0448"
"455755717","45575571701","P2016101900000004","104529","1","1","P2016101900000004-0453"
"455755717","45575571701","P2016101900000004","109921","1","1","P2016101900000004-0070"
"455755717","45575571701","P2016101900000004","117615","1","1","P2016101900000004-0303"
"455755717","45575571701","P2016101900000004","105017","1","1","P2016101900000004-0153"
"455755717","45575571701","P2016101900000004","113829","1","1","P2016101900000004-0039"
"455755717","45575571701","P2016101900000004","111483","1","1","P2016101900000004-0446"
"455755717","45575571701","P2016101900000004","104965","1","1","P2016101900000004-0495"
"455755717","45575571701","P2016101900000004","109457","1","1","P2016101900000004-0377"
"455755717","45575571701","P2016101900000004","118041","1","1","P2016101900000004-0151"
"455755717","45575571701","P2016101900000004","111083","1","1","P2016101900000004-0238"
"455755717","45575571701","P2016101900000004","109347","1","1","P2016101900000004-0232"
"455755717","45575571701","P2016101900000004","104967","1","1","P2016101900000004-0101"
"455755717","45575571701","P2016101900000004","105015","1","1","P2016101900000004-0226"
"455755717","45575571701","P2016101900000004","101117","1","1","P2016101900000004-0245"
"455755717","45575571701","P2016101900000004","106133","1","1","P2016101900000004-0381"
"455755717","45575571701","P2016101900000004","107253","1","1","P2016101900000004-0071"
"455755717","45575571701","P2016101900000004","108521","1","1","P2016101900000004-0038"
"455755717","45575571701","P2016101900000004","113241","1","1","P2016101900000004-0367"
"455755717","45575571701","P2016101900000004","115359","1","1","P2016101900000004-0281"
"455755717","45575571701","P2016101900000004","116341","1","1","P2016101900000004-0499"
"455755717","45575571701","P2016101900000004","117739","1","1","P2016101900000004-0466"
"455755717","45575571701","P2016101900000004","114363","1","1","P2016101900000004-0236"
"455755717","45575571701","P2016101900000004","113787","1","1","P2016101900000004-0284"
"455755717","45575571701","P2016101900000004","116363","1","1","P2016101900000004-0273"
"455755717","45575571701","P2016101900000004","111175","1","1","P2016101900000004-0346"
"455755717","45575571701","P2016101900000004","112699","1","1","P2016101900000004-0214"
"455755717","45575571701","P2016101900000004","107235","1","1","P2016101900000004-0008"
"455755717","45575571701","P2016101900000004","106323","1","1","P2016101900000004-0426"
"455755717","45575571701","P2016101900000004","115891","1","1","P2016101900000004-0230"
"455755717","45575571701","P2016101900000004","102565","1","1","P2016101900000004-0034"
"455755717","45575571701","P2016101900000004","111125","1","1","P2016101900000004-0156"
"455755717","45575571701","P2016101900000004","104481","1","1","P2016101900000004-0173"
"455755717","45575571701","P2016101900000004","115387","1","1","P2016101900000004-0288"
"455755717","45575571701","P2016101900000004","102561","1","1","P2016101900000004-0479"
"455755717","45575571701","P2016101900000004","112971","1","1","P2016101900000004-0141"
"455755717","45575571701","P2016101900000004","100893","1","1","P2016101900000004-0298"
"455755717","45575571701","P2016101900000004","108513","1","1","P2016101900000004-0036"
"455755717","45575571701","P2016101900000004","117445","1","1","P2016101900000004-0460"
"455755717","45575571701","P2016101900000004","111685","1","1","P2016101900000004-0418"
"455755717","45575571701","P2016101900000004","109437","1","1","P2016101900000004-0012"
"455755717","45575571701","P2016101900000004","112957","1","1","P2016101900000004-0220"
"455755717","45575571701","P2016101900000004","114165","1","1","P2016101900000004-0406"
"455755717","45575571701","P2016101900000004","115357","1","1","P2016101900000004-0212"
"455755717","45575571701","P2016101900000004","113281","1","1","P2016101900000004-0311"
"455755717","45575571701","P2016101900000004","116315","1","1","P2016101900000004-0389"
"455755717","45575571701","P2016101900000004","114151","1","1","P2016101900000004-0040"
"455755717","45575571701","P2016101900000004","110379","1","1","P2016101900000004-0196"
"455755717","45575571701","P2016101900000004","113795","1","1","P2016101900000004-0171"
"455755717","45575571701","P2016101900000004","101199","1","1","P2016101900000004-0392"
"455755717","45575571701","P2016101900000004","101129","1","1","P2016101900000004-0391"
"455755717","45575571701","P2016101900000004","114937","1","1","P2016101900000004-0163"
"455755717","45575571701","P2016101900000004","106079","1","1","P2016101900000004-0172"
"455755717","45575571701","P2016101900000004","100955","1","1","P2016101900000004-0108"
"455755717","45575571701","P2016101900000004","106221","1","1","P2016101900000004-0498"
"455755717","45575571701","P2016101900000004","109455","1","1","P2016101900000004-0372"
"455755717","45575571701","P2016101900000004","112369","1","1","P2016101900000004-0097"
"455755717","45575571701","P2016101900000004","106249","1","1","P2016101900000004-0206"
"455755717","45575571701","P2016101900000004","114707","1","1","P2016101900000004-0204"
"455755717","45575571701","P2016101900000004","111049","1","1","P2016101900000004-0178"
"455755717","45575571701","P2016101900000004","113151","1","1","P2016101900000004-0473"
"455755717","45575571701","P2016101900000004","113781","1","1","P2016101900000004-0194"
"455755717","45575571701","P2016101900000004","116351","1","1","P2016101900000004-0170"
"455755717","45575571701","P2016101900000004","114371","1","1","P2016101900000004-0075"
"455755717","45575571701","P2016101900000004","112365","1","1","P2016101900000004-0187"
"455755717","45575571701","P2016101900000004","103497","1","1","P2016101900000004-0227"
"455755717","45575571701","P2016101900000004","102575","1","1","P2016101900000004-0432"
"455755717","45575571701","P2016101900000004","105019","1","1","P2016101900000004-0032"
"455755717","45575571701","P2016101900000004","114599","1","1","P2016101900000004-0068"
"455755717","45575571701","P2016101900000004","109401","1","1","P2016101900000004-0077"
"455755717","45575571701","P2016101900000004","112955","1","1","P2016101900000004-0379"
"455755717","45575571701","P2016101900000004","116159","1","1","P2016101900000004-0305"
"455755717","45575571701","P2016101900000004","105367","1","1","P2016101900000004-0436"
"455755717","45575571701","P2016101900000004","113243","1","1","P2016101900000004-0222"
"455755717","45575571701","P2016101900000004","101611","1","1","P2016101900000004-0181"
"455755717","45575571701","P2016101900000004","105011","1","1","P2016101900000004-0131"
"455755717","45575571701","P2016101900000004","111043","1","1","P2016101900000004-0069"
"455755717","45575571701","P2016101900000004","114339","1","1","P2016101900000004-0454"
"455755717","45575571701","P2016101900000004","106171","1","1","P2016101900000004-0217"
"455755717","45575571701","P2016101900000004","114365","1","1","P2016101900000004-0003"
"455755717","45575571701","P2016101900000004","105943","1","1","P2016101900000004-0339"
"455755717","45575571701","P2016101900000004","106187","1","1","P2016101900000004-0399"
"455755717","45575571701","P2016101900000004","100989","1","1","P2016101900000004-0318"
"455755717","45575571701","P2016101900000004","111131","1","1","P2016101900000004-0493"
"455755717","45575571701","P2016101900000004","109443","1","1","P2016101900000004-0046"
"455755717","45575571701","P2016101900000004","114573","1","1","P2016101900000004-0243"
"455755717","45575571701","P2016101900000004","109407","1","1","P2016101900000004-0370"
"455755717","45575571701","P2016101900000004","108117","1","1","P2016101900000004-0286"
"455755717","45575571701","P2016101900000004","117441","1","1","P2016101900000004-0435"
"455755717","45575571701","P2016101900000004","114711","1","1","P2016101900000004-0109"
"455755717","45575571701","P2016101900000004","100961","1","1","P2016101900000004-0343"
"455755717","45575571701","P2016101900000004","109459","1","1","P2016101900000004-0042"
"455755717","45575571701","P2016101900000004","104525","1","1","P2016101900000004-0078"
"455755717","45575571701","P2016101900000004","116359","1","1","P2016101900000004-0157"
"455755717","45575571701","P2016101900000004","106211","1","1","P2016101900000004-0190"
"455755717","45575571701","P2016101900000004","113817","1","1","P2016101900000004-0175"
"455755717","45575571701","P2016101900000004","108509","1","1","P2016101900000004-0084"
"455755717","45575571701","P2016101900000004","114191","1","1","P2016101900000004-0023"
"455755717","45575571701","P2016101900000004","116805","1","1","P2016101900000004-0461"
"455755717","45575571701","P2016101900000004","114397","1","1","P2016101900000004-0486"
"455755717","45575571701","P2016101900000004","102577","1","1","P2016101900000004-0224"
"455755717","45575571701","P2016101900000004","112961","1","1","P2016101900000004-0309"
"455755717","45575571701","P2016101900000004","113773","1","1","P2016101900000004-0349"
"455755717","45575571701","P2016101900000004","108225","1","1","P2016101900000004-0136"
"455755717","45575571701","P2016101900000004","101225","1","1","P2016101900000004-0421"
"455755717","45575571701","P2016101900000004","106189","1","1","P2016101900000004-0459"
"455755717","45575571701","P2016101900000004","113821","1","1","P2016101900000004-0451"
"455755717","45575571701","P2016101900000004","114757","1","1","P2016101900000004-0083"
"455755717","45575571701","P2016101900000004","106207","1","1","P2016101900000004-0269"
"455755717","45575571701","P2016101900000004","107279","1","1","P2016101900000004-0340"
"455755717","45575571701","P2016101900000004","108109","1","1","P2016101900000004-0010"
"455755717","45575571701","P2016101900000004","103431","1","1","P2016101900000004-0452"
"455755717","45575571701","P2016101900000004","100008","1","1","P2016101900000004-0033"
"455755717","45575571701","P2016101900000004","113219","1","1","P2016101900000004-0279"
"455755717","45575571701","P2016101900000004","101639","1","1","P2016101900000004-0455"
"455755717","45575571701","P2016101900000004","102567","1","1","P2016101900000004-0285"
"455755717","45575571701","P2016101900000004","100987","1","1","P2016101900000004-0118"
"455755717","45575571701","P2016101900000004","110378","1","1","P2016101900000004-0184"
"455755717","45575571701","P2016101900000004","117429","1","1","P2016101900000004-0417"
"455755717","45575571701","P2016101900000004","101131","1","1","P2016101900000004-0072"
"455755717","45575571701","P2016101900000004","114965","1","1","P2016101900000004-0438"
"455755717","45575571701","P2016101900000004","104545","1","1","P2016101900000004-0235"
"455755717","45575571701","P2016101900000004","114067","1","1","P2016101900000004-0066"
"455755717","45575571701","P2016101900000004","108517","1","1","P2016101900000004-0239"
"455755717","45575571701","P2016101900000004","104493","1","1","P2016101900000004-0472"
"455755717","45575571701","P2016101900000004","114169","1","1","P2016101900000004-0408"
"455755717","45575571701","P2016101900000004","109389","1","1","P2016101900000004-0463"
"455755717","45575571701","P2016101900000004","105005","1","1","P2016101900000004-0274"
"455755717","45575571701","P2016101900000004","101233","1","1","P2016101900000004-0256"
"455755717","45575571701","P2016101900000004","102553","1","1","P2016101900000004-0485"
"455755717","45575571701","P2016101900000004","100887","1","1","P2016101900000004-0471"
"455755717","45575571701","P2016101900000004","115379","1","1","P2016101900000004-0289"
"455755717","45575571701","P2016101900000004","112965","1","1","P2016101900000004-0337"
"455755717","45575571701","P2016101900000004","102579","1","1","P2016101900000004-0223"
"455755717","45575571701","P2016101900000004","104175","1","1","P2016101900000004-0213"
"455755717","45575571701","P2016101900000004","109429","1","1","P2016101900000004-0242"
"455755717","45575571701","P2016101900000004","111091","1","1","P2016101900000004-0398"
"455755717","45575571701","P2016101900000004","109559","1","1","P2016101900000004-0198"
"455755717","45575571701","P2016101900000004","102603","1","1","P2016101900000004-0229"
"455755717","45575571701","P2016101900000004","111535","1","1","P2016101900000004-0358"
"455755717","45575571701","P2016101900000004","108525","1","1","P2016101900000004-0076"
"455755717","45575571701","P2016101900000004","103425","1","1","P2016101900000004-0074"
"455755717","45575571701","P2016101900000004","108531","1","1","P2016101900000004-0091"
"455755717","45575571701","P2016101900000004","110383","1","1","P2016101900000004-0378"
"455755717","45575571701","P2016101900000004","114337","1","1","P2016101900000004-0469"
"455755717","45575571701","P2016101900000004","114971","1","1","P2016101900000004-0154"
"455755717","45575571701","P2016101900000004","107231","1","1","P2016101900000004-0292"
"455755717","45575571701","P2016101900000004","108555","1","1","P2016101900000004-0272"
"455755717","45575571701","P2016101900000004","107264","1","1","P2016101900000004-0325"
"455755717","45575571701","P2016101900000004","111143","1","1","P2016101900000004-0366"
"455755717","45575571701","P2016101900000004","104539","1","1","P2016101900000004-0431"
"455755717","45575571701","P2016101900000004","105013","1","1","P2016101900000004-0247"
"455755717","45575571701","P2016101900000004","108115","1","1","P2016101900000004-0054"
"455755717","45575571701","P2016101900000004","114109","1","1","P2016101900000004-0237"
"455755717","45575571701","P2016101900000004","112975","1","1","P2016101900000004-0491"
"455755717","45575571701","P2016101900000004","117433","1","1","P2016101900000004-0321"
"455755717","45575571701","P2016101900000004","112963","1","1","P2016101900000004-0030"
"455755717","45575571701","P2016101900000004","101139","1","1","P2016101900000004-0477"
"455755717","45575571701","P2016101900000004","103759","1","1","P2016101900000004-0317"
"455755717","45575571701","P2016101900000004","109573","1","1","P2016101900000004-0267"
"455755717","45575571701","P2016101900000004","113161","1","1","P2016101900000004-0387"
"455755717","45575571701","P2016101900000004","104509","1","1","P2016101900000004-0164"
"455755717","45575571701","P2016101900000004","115533","1","1","P2016101900000004-0282"
"455755717","45575571701","P2016101900000004","110199","1","1","P2016101900000004-0437"
"455755717","45575571701","P2016101900000004","111145","1","1","P2016101900000004-0094"
"455755717","45575571701","P2016101900000004","109565","1","1","P2016101900000004-0057"
"455755717","45575571701","P2016101900000004","100981","1","1","P2016101900000004-0280"
"455755717","45575571701","P2016101900000004","114741","1","1","P2016101900000004-0211"
"455755717","45575571701","P2016101900000004","110375","1","1","P2016101900000004-0481"
"455755717","45575571701","P2016101900000004","100435","1","1","P2016101900000004-0166"
"455755717","45575571701","P2016101900000004","114132","1","1","P2016101900000004-0122"
"455755717","45575571701","P2016101900000004","100933","1","1","P2016101900000004-0053"
"455755717","45575571701","P2016101900000004","107289","1","1","P2016101900000004-0320"
"455755717","45575571701","P2016101900000004","108557","1","1","P2016101900000004-0457"
"455755717","45575571701","P2016101900000004","111733","1","1","P2016101900000004-0161"
"455755717","45575571701","P2016101900000004","108187","1","1","P2016101900000004-0111"
