"YYBM","PSDBM","PSDBH","YPBM","SCPH","CRKSL","PSDMXBH"
"455834757","45583475701","P2016101900000009","100437","1","1","P2016101900000009-0199"
"455834757","45583475701","P2016101900000009","111475","1","1","P2016101900000009-0072"
"455834757","45583475701","P2016101900000009","117439","1","1","P2016101900000009-0007"
"455834757","45583475701","P2016101900000009","111073","1","1","P2016101900000009-0382"
"455834757","45583475701","P2016101900000009","108545","1","1","P2016101900000009-0439"
"455834757","45583475701","P2016101900000009","106327","1","1","P2016101900000009-0240"
"455834757","45583475701","P2016101900000009","106065","1","1","P2016101900000009-0097"
"455834757","45583475701","P2016101900000009","104547","1","1","P2016101900000009-0084"
"455834757","45583475701","P2016101900000009","114363","1","1","P2016101900000009-0156"
"455834757","45583475701","P2016101900000009","112703","1","1","P2016101900000009-0438"
"455834757","45583475701","P2016101900000009","117419","1","1","P2016101900000009-0235"
"455834757","45583475701","P2016101900000009","113813","1","1","P2016101900000009-0269"
"455834757","45583475701","P2016101900000009","106319","1","1","P2016101900000009-0018"
"455834757","45583475701","P2016101900000009","101459","1","1","P2016101900000009-0207"
"455834757","45583475701","P2016101900000009","104185","1","1","P2016101900000009-0117"
"455834757","45583475701","P2016101900000009","117445","1","1","P2016101900000009-0030"
"455834757","45583475701","P2016101900000009","117425","1","1","P2016101900000009-0423"
"455834757","45583475701","P2016101900000009","100973","1","1","P2016101900000009-0228"
"455834757","45583475701","P2016101900000009","103481","1","1","P2016101900000009-0056"
"455834757","45583475701","P2016101900000009","114977","1","1","P2016101900000009-0049"
"455834757","45583475701","P2016101900000009","105927","1","1","P2016101900000009-0066"
"455834757","45583475701","P2016101900000009","116363","1","1","P2016101900000009-0484"
"455834757","45583475701","P2016101900000009","114353","1","1","P2016101900000009-0413"
"455834757","45583475701","P2016101900000009","109347","1","1","P2016101900000009-0419"
"455834757","45583475701","P2016101900000009","109559","1","1","P2016101900000009-0350"
"455834757","45583475701","P2016101900000009","111095","1","1","P2016101900000009-0495"
"455834757","45583475701","P2016101900000009","108521","1","1","P2016101900000009-0067"
"455834757","45583475701","P2016101900000009","113139","1","1","P2016101900000009-0435"
"455834757","45583475701","P2016101900000009","110205","1","1","P2016101900000009-0256"
"455834757","45583475701","P2016101900000009","114971","1","1","P2016101900000009-0132"
"455834757","45583475701","P2016101900000009","117251","1","1","P2016101900000009-0453"
"455834757","45583475701","P2016101900000009","115377","1","1","P2016101900000009-0436"
"455834757","45583475701","P2016101900000009","100911","1","1","P2016101900000009-0489"
"455834757","45583475701","P2016101900000009","105019","1","1","P2016101900000009-0264"
"455834757","45583475701","P2016101900000009","111131","1","1","P2016101900000009-0015"
"455834757","45583475701","P2016101900000009","111733","1","1","P2016101900000009-0080"
"455834757","45583475701","P2016101900000009","114185","1","1","P2016101900000009-0024"
"455834757","45583475701","P2016101900000009","110381","1","1","P2016101900000009-0266"
"455834757","45583475701","P2016101900000009","113151","1","1","P2016101900000009-0131"
"455834757","45583475701","P2016101900000009","108547","1","1","P2016101900000009-0445"
"455834757","45583475701","P2016101900000009","103759","1","1","P2016101900000009-0027"
"455834757","45583475701","P2016101900000009","113829","1","1","P2016101900000009-0175"
"455834757","45583475701","P2016101900000009","108225","1","1","P2016101900000009-0142"
"455834757","45583475701","P2016101900000009","106209","1","1","P2016101900000009-0089"
"455834757","45583475701","P2016101900000009","112369","1","1","P2016101900000009-0239"
"455834757","45583475701","P2016101900000009","117441","1","1","P2016101900000009-0464"
"455834757","45583475701","P2016101900000009","106079","1","1","P2016101900000009-0111"
"455834757","45583475701","P2016101900000009","117615","1","1","P2016101900000009-0363"
"455834757","45583475701","P2016101900000009","116159","1","1","P2016101900000009-0189"
"455834757","45583475701","P2016101900000009","115369","1","1","P2016101900000009-0064"
"455834757","45583475701","P2016101900000009","103425","1","1","P2016101900000009-0429"
"455834757","45583475701","P2016101900000009","108341","1","1","P2016101900000009-0322"
"455834757","45583475701","P2016101900000009","114151","1","1","P2016101900000009-0204"
"455834757","45583475701","P2016101900000009","114575","1","1","P2016101900000009-0400"
"455834757","45583475701","P2016101900000009","100893","1","1","P2016101900000009-0040"
"455834757","45583475701","P2016101900000009","116307","1","1","P2016101900000009-0424"
"455834757","45583475701","P2016101900000009","108255","1","1","P2016101900000009-0214"
"455834757","45583475701","P2016101900000009","112967","1","1","P2016101900000009-0037"
"455834757","45583475701","P2016101900000009","118063","1","1","P2016101900000009-0126"
"455834757","45583475701","P2016101900000009","110378","1","1","P2016101900000009-0407"
"455834757","45583475701","P2016101900000009","112969","1","1","P2016101900000009-0075"
"455834757","45583475701","P2016101900000009","105007","1","1","P2016101900000009-0414"
"455834757","45583475701","P2016101900000009","108501","1","1","P2016101900000009-0163"
"455834757","45583475701","P2016101900000009","103497","1","1","P2016101900000009-0095"
"455834757","45583475701","P2016101900000009","113161","1","1","P2016101900000009-0321"
"455834757","45583475701","P2016101900000009","109407","1","1","P2016101900000009-0456"
"455834757","45583475701","P2016101900000009","107291","1","1","P2016101900000009-0180"
"455834757","45583475701","P2016101900000009","109389","1","1","P2016101900000009-0123"
"455834757","45583475701","P2016101900000009","113281","1","1","P2016101900000009-0499"
"455834757","45583475701","P2016101900000009","102595","1","1","P2016101900000009-0290"
"455834757","45583475701","P2016101900000009","105341","1","1","P2016101900000009-0440"
"455834757","45583475701","P2016101900000009","101131","1","1","P2016101900000009-0047"
"455834757","45583475701","P2016101900000009","113809","1","1","P2016101900000009-0074"
"455834757","45583475701","P2016101900000009","107231","1","1","P2016101900000009-0231"
"455834757","45583475701","P2016101900000009","108513","1","1","P2016101900000009-0262"
"455834757","45583475701","P2016101900000009","111145","1","1","P2016101900000009-0139"
"455834757","45583475701","P2016101900000009","117639","1","1","P2016101900000009-0448"
"455834757","45583475701","P2016101900000009","113201","1","1","P2016101900000009-0420"
"455834757","45583475701","P2016101900000009","101225","1","1","P2016101900000009-0373"
"455834757","45583475701","P2016101900000009","114317","1","1","P2016101900000009-0500"
"455834757","45583475701","P2016101900000009","102587","1","1","P2016101900000009-0005"
"455834757","45583475701","P2016101900000009","112975","1","1","P2016101900000009-0078"
"455834757","45583475701","P2016101900000009","113167","1","1","P2016101900000009-0048"
"455834757","45583475701","P2016101900000009","113775","1","1","P2016101900000009-0044"
"455834757","45583475701","P2016101900000009","108343","1","1","P2016101900000009-0073"
"455834757","45583475701","P2016101900000009","117431","1","1","P2016101900000009-0295"
"455834757","45583475701","P2016101900000009","102561","1","1","P2016101900000009-0154"
"455834757","45583475701","P2016101900000009","116361","1","1","P2016101900000009-0362"
"455834757","45583475701","P2016101900000009","105367","1","1","P2016101900000009-0437"
"455834757","45583475701","P2016101900000009","117589","1","1","P2016101900000009-0209"
"455834757","45583475701","P2016101900000009","112977","1","1","P2016101900000009-0057"
"455834757","45583475701","P2016101900000009","114109","1","1","P2016101900000009-0100"
"455834757","45583475701","P2016101900000009","102607","1","1","P2016101900000009-0115"
"455834757","45583475701","P2016101900000009","106265","1","1","P2016101900000009-0144"
"455834757","45583475701","P2016101900000009","115549","1","1","P2016101900000009-0357"
"455834757","45583475701","P2016101900000009","114573","1","1","P2016101900000009-0308"
"455834757","45583475701","P2016101900000009","117417","1","1","P2016101900000009-0019"
"455834757","45583475701","P2016101900000009","107277","1","1","P2016101900000009-0225"
"455834757","45583475701","P2016101900000009","116805","1","1","P2016101900000009-0488"
"455834757","45583475701","P2016101900000009","117423","1","1","P2016101900000009-0043"
"455834757","45583475701","P2016101900000009","115353","1","1","P2016101900000009-0195"
"455834757","45583475701","P2016101900000009","102609","1","1","P2016101900000009-0296"
"455834757","45583475701","P2016101900000009","113787","1","1","P2016101900000009-0233"
"455834757","45583475701","P2016101900000009","104509","1","1","P2016101900000009-0160"
"455834757","45583475701","P2016101900000009","103337","1","1","P2016101900000009-0384"
"455834757","45583475701","P2016101900000009","116289","1","1","P2016101900000009-0289"
"455834757","45583475701","P2016101900000009","100979","1","1","P2016101900000009-0148"
"455834757","45583475701","P2016101900000009","108235","1","1","P2016101900000009-0116"
"455834757","45583475701","P2016101900000009","102557","1","1","P2016101900000009-0129"
"455834757","45583475701","P2016101900000009","101199","1","1","P2016101900000009-0337"
"455834757","45583475701","P2016101900000009","114169","1","1","P2016101900000009-0374"
"455834757","45583475701","P2016101900000009","110383","1","1","P2016101900000009-0029"
"455834757","45583475701","P2016101900000009","111123","1","1","P2016101900000009-0130"
"455834757","45583475701","P2016101900000009","101435","1","1","P2016101900000009-0386"
"455834757","45583475701","P2016101900000009","102603","1","1","P2016101900000009-0076"
"455834757","45583475701","P2016101900000009","101115","1","1","P2016101900000009-0155"
"455834757","45583475701","P2016101900000009","105017","1","1","P2016101900000009-0286"
"455834757","45583475701","P2016101900000009","101091","1","1","P2016101900000009-0476"
"455834757","45583475701","P2016101900000009","108167","1","1","P2016101900000009-0276"
"455834757","45583475701","P2016101900000009","109461","1","1","P2016101900000009-0481"
"455834757","45583475701","P2016101900000009","112365","1","1","P2016101900000009-0088"
"455834757","45583475701","P2016101900000009","108109","1","1","P2016101900000009-0299"
"455834757","45583475701","P2016101900000009","105011","1","1","P2016101900000009-0082"
"455834757","45583475701","P2016101900000009","103141","1","1","P2016101900000009-0398"
"455834757","45583475701","P2016101900000009","112961","1","1","P2016101900000009-0263"
"455834757","45583475701","P2016101900000009","113005","1","1","P2016101900000009-0422"
"455834757","45583475701","P2016101900000009","108115","1","1","P2016101900000009-0178"
"455834757","45583475701","P2016101900000009","114747","1","1","P2016101900000009-0397"
"455834757","45583475701","P2016101900000009","110373","1","1","P2016101900000009-0167"
"455834757","45583475701","P2016101900000009","115381","1","1","P2016101900000009-0388"
"455834757","45583475701","P2016101900000009","104549","1","1","P2016101900000009-0272"
"455834757","45583475701","P2016101900000009","109463","1","1","P2016101900000009-0477"
"455834757","45583475701","P2016101900000009","106221","1","1","P2016101900000009-0036"
"455834757","45583475701","P2016101900000009","109473","1","1","P2016101900000009-0218"
"455834757","45583475701","P2016101900000009","105357","1","1","P2016101900000009-0259"
"455834757","45583475701","P2016101900000009","101233","1","1","P2016101900000009-0367"
"455834757","45583475701","P2016101900000009","108171","1","1","P2016101900000009-0353"
"455834757","45583475701","P2016101900000009","107235","1","1","P2016101900000009-0316"
"455834757","45583475701","P2016101900000009","114373","1","1","P2016101900000009-0294"
"455834757","45583475701","P2016101900000009","108505","1","1","P2016101900000009-0483"
"455834757","45583475701","P2016101900000009","114709","1","1","P2016101900000009-0282"
"455834757","45583475701","P2016101900000009","107265","1","1","P2016101900000009-0461"
"455834757","45583475701","P2016101900000009","101099","1","1","P2016101900000009-0376"
"455834757","45583475701","P2016101900000009","114741","1","1","P2016101900000009-0278"
"455834757","45583475701","P2016101900000009","114927","1","1","P2016101900000009-0147"
"455834757","45583475701","P2016101900000009","114053","1","1","P2016101900000009-0325"
"455834757","45583475701","P2016101900000009","100981","1","1","P2016101900000009-0447"
"455834757","45583475701","P2016101900000009","107264","1","1","P2016101900000009-0257"
"455834757","45583475701","P2016101900000009","109447","1","1","P2016101900000009-0244"
"455834757","45583475701","P2016101900000009","104967","1","1","P2016101900000009-0001"
"455834757","45583475701","P2016101900000009","106203","1","1","P2016101900000009-0134"
"455834757","45583475701","P2016101900000009","113823","1","1","P2016101900000009-0360"
"455834757","45583475701","P2016101900000009","101351","1","1","P2016101900000009-0255"
"455834757","45583475701","P2016101900000009","107279","1","1","P2016101900000009-0450"
"455834757","45583475701","P2016101900000009","101127","1","1","P2016101900000009-0215"
"455834757","45583475701","P2016101900000009","102577","1","1","P2016101900000009-0393"
"455834757","45583475701","P2016101900000009","111175","1","1","P2016101900000009-0365"
"455834757","45583475701","P2016101900000009","109437","1","1","P2016101900000009-0470"
"455834757","45583475701","P2016101900000009","111523","1","1","P2016101900000009-0013"
"455834757","45583475701","P2016101900000009","109403","1","1","P2016101900000009-0251"
"455834757","45583475701","P2016101900000009","114599","1","1","P2016101900000009-0229"
"455834757","45583475701","P2016101900000009","113187","1","1","P2016101900000009-0021"
"455834757","45583475701","P2016101900000009","101625","1","1","P2016101900000009-0183"
"455834757","45583475701","P2016101900000009","100001","1","1","P2016101900000009-0014"
"455834757","45583475701","P2016101900000009","111049","1","1","P2016101900000009-0318"
"455834757","45583475701","P2016101900000009","117667","1","1","P2016101900000009-0409"
"455834757","45583475701","P2016101900000009","112963","1","1","P2016101900000009-0137"
"455834757","45583475701","P2016101900000009","102597","1","1","P2016101900000009-0127"
"455834757","45583475701","P2016101900000009","100989","1","1","P2016101900000009-0093"
"455834757","45583475701","P2016101900000009","113237","1","1","P2016101900000009-0396"
"455834757","45583475701","P2016101900000009","111135","1","1","P2016101900000009-0302"
"455834757","45583475701","P2016101900000009","103761","1","1","P2016101900000009-0162"
"455834757","45583475701","P2016101900000009","104539","1","1","P2016101900000009-0121"
"455834757","45583475701","P2016101900000009","114367","1","1","P2016101900000009-0103"
"455834757","45583475701","P2016101900000009","100975","1","1","P2016101900000009-0471"
"455834757","45583475701","P2016101900000009","116779","1","1","P2016101900000009-0459"
"455834757","45583475701","P2016101900000009","104493","1","1","P2016101900000009-0330"
"455834757","45583475701","P2016101900000009","116357","1","1","P2016101900000009-0348"
"455834757","45583475701","P2016101900000009","115323","1","1","P2016101900000009-0371"
"455834757","45583475701","P2016101900000009","106249","1","1","P2016101900000009-0105"
"455834757","45583475701","P2016101900000009","115349","1","1","P2016101900000009-0104"
"455834757","45583475701","P2016101900000009","109429","1","1","P2016101900000009-0268"
"455834757","45583475701","P2016101900000009","113173","1","1","P2016101900000009-0432"
"455834757","45583475701","P2016101900000009","108523","1","1","P2016101900000009-0399"
"455834757","45583475701","P2016101900000009","106187","1","1","P2016101900000009-0053"
"455834757","45583475701","P2016101900000009","104971","1","1","P2016101900000009-0443"
"455834757","45583475701","P2016101900000009","100969","1","1","P2016101900000009-0159"
"455834757","45583475701","P2016101900000009","113799","1","1","P2016101900000009-0224"
"455834757","45583475701","P2016101900000009","101639","1","1","P2016101900000009-0217"
"455834757","45583475701","P2016101900000009","111185","1","1","P2016101900000009-0197"
"455834757","45583475701","P2016101900000009","114961","1","1","P2016101900000009-0198"
"455834757","45583475701","P2016101900000009","114395","1","1","P2016101900000009-0017"
"455834757","45583475701","P2016101900000009","113819","1","1","P2016101900000009-0245"
"455834757","45583475701","P2016101900000009","111143","1","1","P2016101900000009-0482"
"455834757","45583475701","P2016101900000009","104541","1","1","P2016101900000009-0473"
"455834757","45583475701","P2016101900000009","101454","1","1","P2016101900000009-0323"
"455834757","45583475701","P2016101900000009","114183","1","1","P2016101900000009-0334"
"455834757","45583475701","P2016101900000009","115515","1","1","P2016101900000009-0025"
"455834757","45583475701","P2016101900000009","107233","1","1","P2016101900000009-0202"
"455834757","45583475701","P2016101900000009","117739","1","1","P2016101900000009-0411"
"455834757","45583475701","P2016101900000009","101139","1","1","P2016101900000009-0297"
"455834757","45583475701","P2016101900000009","111485","1","1","P2016101900000009-0361"
"455834757","45583475701","P2016101900000009","104221","1","1","P2016101900000009-0491"
"455834757","45583475701","P2016101900000009","106211","1","1","P2016101900000009-0106"
"455834757","45583475701","P2016101900000009","108149","1","1","P2016101900000009-0042"
"455834757","45583475701","P2016101900000009","106077","1","1","P2016101900000009-0427"
"455834757","45583475701","P2016101900000009","111051","1","1","P2016101900000009-0086"
"455834757","45583475701","P2016101900000009","103431","1","1","P2016101900000009-0107"
"455834757","45583475701","P2016101900000009","113009","1","1","P2016101900000009-0122"
"455834757","45583475701","P2016101900000009","118041","1","1","P2016101900000009-0385"
"455834757","45583475701","P2016101900000009","111685","1","1","P2016101900000009-0124"
"455834757","45583475701","P2016101900000009","115357","1","1","P2016101900000009-0277"
"455834757","45583475701","P2016101900000009","108117","1","1","P2016101900000009-0298"
"455834757","45583475701","P2016101900000009","109565","1","1","P2016101900000009-0280"
"455834757","45583475701","P2016101900000009","105373","1","1","P2016101900000009-0342"
"455834757","45583475701","P2016101900000009","108529","1","1","P2016101900000009-0090"
"455834757","45583475701","P2016101900000009","100433","1","1","P2016101900000009-0285"
"455834757","45583475701","P2016101900000009","101349","1","1","P2016101900000009-0335"
"455834757","45583475701","P2016101900000009","100002","1","1","P2016101900000009-0140"
"455834757","45583475701","P2016101900000009","104165","1","1","P2016101900000009-0114"
"455834757","45583475701","P2016101900000009","100443","1","1","P2016101900000009-0421"
"455834757","45583475701","P2016101900000009","111047","1","1","P2016101900000009-0141"
"455834757","45583475701","P2016101900000009","111155","1","1","P2016101900000009-0227"
"455834757","45583475701","P2016101900000009","109457","1","1","P2016101900000009-0395"
"455834757","45583475701","P2016101900000009","117587","1","1","P2016101900000009-0328"
"455834757","45583475701","P2016101900000009","111541","1","1","P2016101900000009-0151"
"455834757","45583475701","P2016101900000009","112687","1","1","P2016101900000009-0192"
"455834757","45583475701","P2016101900000009","106075","1","1","P2016101900000009-0150"
"455834757","45583475701","P2016101900000009","112971","1","1","P2016101900000009-0143"
"455834757","45583475701","P2016101900000009","117447","1","1","P2016101900000009-0370"
"455834757","45583475701","P2016101900000009","104219","1","1","P2016101900000009-0002"
"455834757","45583475701","P2016101900000009","114179","1","1","P2016101900000009-0158"
"455834757","45583475701","P2016101900000009","104531","1","1","P2016101900000009-0465"
"455834757","45583475701","P2016101900000009","108507","1","1","P2016101900000009-0135"
"455834757","45583475701","P2016101900000009","114397","1","1","P2016101900000009-0164"
"455834757","45583475701","P2016101900000009","102541","1","1","P2016101900000009-0234"
"455834757","45583475701","P2016101900000009","108233","1","1","P2016101900000009-0161"
"455834757","45583475701","P2016101900000009","102579","1","1","P2016101900000009-0092"
"455834757","45583475701","P2016101900000009","101325","1","1","P2016101900000009-0300"
"455834757","45583475701","P2016101900000009","101093","1","1","P2016101900000009-0345"
"455834757","45583475701","P2016101900000009","101613","1","1","P2016101900000009-0023"
"455834757","45583475701","P2016101900000009","106295","1","1","P2016101900000009-0310"
"455834757","45583475701","P2016101900000009","114141","1","1","P2016101900000009-0125"
"455834757","45583475701","P2016101900000009","113241","1","1","P2016101900000009-0380"
"455834757","45583475701","P2016101900000009","112965","1","1","P2016101900000009-0267"
"455834757","45583475701","P2016101900000009","101443","1","1","P2016101900000009-0431"
"455834757","45583475701","P2016101900000009","102583","1","1","P2016101900000009-0449"
"455834757","45583475701","P2016101900000009","114134","1","1","P2016101900000009-0375"
"455834757","45583475701","P2016101900000009","113793","1","1","P2016101900000009-0472"
"455834757","45583475701","P2016101900000009","112695","1","1","P2016101900000009-0216"
"455834757","45583475701","P2016101900000009","100921","1","1","P2016101900000009-0315"
"455834757","45583475701","P2016101900000009","100007","1","1","P2016101900000009-0054"
